3,,,,0,665833,True,0,3,0,2.2668,3.0841,5.5806,11,97.4,2481,Four-Seam Fastball
4,,,,0,668804,True,0,0,1,1.99,1.92,5.03,8,96.9,2352,Four-Seam Fastball
5,,,,0,668804,True,0,1,1,1.7603,1.9587,5.6312,3,97.1,2394,Four-Seam Fastball
6,,,,0,663647,False,0,0,2,1.92,2.04,5.05,4,96.7,2505,Four-Seam Fastball
7,663647,,,0,642133,True,0,0,2,1.93,2.06,5.07,11,96.3,2467,Four-Seam Fastball
8,663647,,,0,642133,True,1,0,2,1.0813,2.7951,5.4865,6,92.2,2616,Cutter
9,642133,663647,,0,457705,False,0,0,2,1.95,2.02,5.01,14,84.9,2594,Sweeper
10,642133,663647,,0,457705,False,1,0,2,2.03,1.1478,4.9275,11,95.5,2199,Sinker
11,642133,663647,,0,457705,False,1,1,2,1.1283,2.4557,5.366,4,96.5,2195,Four-Seam Fastball
12,642133,663647,,0,457705,False,1,2,2,1.1649,2.7648,5.527,14,86.0,2737,Sweeper
13,642133,663647,,0,457705,False,2,2,2,2.03,2.4349,5.2866,14,85.0,2780,Sweeper
14,642133,663647,,0,457705,False,2,3,2,2.0242,2.3891,5.1422,2,96.7,2549,Four-Seam Fastball
15,642133,663647,,0,457705,False,2,4,2,1.9652,2.611,5.36,6,96.3,2265,Sinker
16,,,,0,669261,True,0,0,0,1.98,1.96,5.01,6,95.5,2411,Four-Seam Fastball
17,,,,0,669261,True,0,1,0,2.296,2.8466,5.5402,14,87.1,1619,Splitter
18,,,,0,669261,True,1,1,0,2.2838,1.4084,5.2365,14,86.5,1626,Splitter
19,,,,0,669261,True,2,1,0,2.2247,1.1774,5.0883,2,95.1,2419,Four-Seam Fastball
20,,,,0,669261,True,2,2,0,2.2435,1.9497,5.2878,13,89.8,2569,Cutter
21,,,,0,669261,True,3,2,0,2.0451,1.8987,5.1455,4,95.1,2485,Four-Seam Fastball
22,,,,0,669707,False,0,0,1,2.03,1.92,5.04,14,85.7,2611,Sweeper
23,,,,0,669707,False,0,1,1,3.2545,0.5899,4.8538,8,85.1,2753,Sweeper
24,,,,0,669707,False,0,2,1,2.5183,1.5764,4.8306,14,85.3,2694,Sweeper
25,,,,0,669707,False,1,2,1,2.7859,1.5577,4.8906,1,96.1,2537,Four-Seam Fastball
26,,,,0,669707,False,1,3,1,2.2117,2.1869,5.2103,14,95.4,2303,Sinker
27,,,,0,572191,False,0,0,2,1.91,2.02,5.1,14,84.7,2674,Sweeper
28,,,,0,572191,False,0,1,2,3.2272,1.5039,4.836,1,95.2,2490,Four-Seam Fastball
29,,,,0,572191,False,0,2,2,2.2012,2.6135,5.3906,14,85.3,2710,Sweeper
30,,,,0,572191,False,1,2,2,1.99,2.0776,5.0356,11,95.3,2464,Four-Seam Fastball
31,,,,0,572191,False,1,3,2,1.3938,2.7914,5.1828,11,95.4,2523,Four-Seam Fastball
32,,,,0,572191,False,2,3,2,1.5366,3.3873,5.2934,14,82.3,2847,Curveball
33,,,,0,663698,False,0,0,0,2.01,2.1,4.95,6,85.0,2520,Sweeper
34,,,,0,663698,False,0,1,0,2.4415,2.4283,4.8133,11,93.0,2221,Sinker
35,,,,0,663698,False,1,1,0,1.95,2.6838,5.2616,13,93.9,2288,Sinker
36,,,,0,663698,False,2,1,0,1.0855,2.5709,5.2447,11,94.5,2283,Sinker
37,,,,0,663698,False,3,1,0,2.02,2.7821,5.2798,1,95.6,2479,Four-Seam Fastball
38,663698,,,0,665833,True,0,0,0,2.07,1.94,5.1,4,85.4,1483,Splitter
39,663698,,,0,665833,True,0,1,0,1.5113,2.3971,4.9464,1,95.2,2337,Four-Seam Fastball
40,663698,,,0,665833,True,0,2,0,1.5165,3.1222,5.4041,2,94.1,2363,Sinker
41,663698,,,0,668804,True,0,0,1,1.96,2.09,5.01,14,86.6,1602,Splitter
42,663698,,,0,668804,True,1,0,1,2.2779,1.6567,5.0558,3,95.1,2416,Four-Seam Fastball
43,663698,,,0,663647,False,0,0,2,2.03,1.99,5.02,1,95.0,2357,Sinker
44,663698,,,0,663647,False,0,1,2,1.4488,3.1794,5.5813,12,84.6,2618,Sweeper
45,663698,,,0,663647,False,1,1,2,2.7051,2.8488,5.1206,6,84.2,2578,Sweeper
46,663698,,,0,663647,False,1,2,2,2.767,2.7706,5.0488,6,94.9,2308,Sinker
47,,,,1,642133,True,0,0,0,1.94,2.09,5.09,9,94.9,2463,Four-Seam Fastball
48,,,,1,642133,True,0,1,0,2.3557,2.1208,5.4855,13,86.7,1652,Splitter
49,,,,1,642133,True,1,1,0,2.0285,1.4061,5.2596,9,93.1,2375,Four-Seam Fastball
50,642133,,,1,457705,False,0,0,0,2.08,2.03,5.09,7,94.2,2315,Sinker
51,642133,,,1,457705,False,0,1,0,1.4745,2.1758,5.4151,14,84.9,2581,Sweeper
52,642133,,,1,457705,False,1,1,0,2.5317,1.5453,5.1567,9,83.8,2617,Sweeper
53,642133,,,1,457705,False,1,2,0,2.4631,1.7683,4.8853,6,94.5,2321,Sinker
54,457705,,,1,669261,True,0,0,1,1.98,1.93,4.9,14,82.1,2617,Sweeper
55,457705,,,1,669261,True,1,0,1,2.02,0.8334,4.8157,11,85.9,1615,Splitter
56,457705,,,1,669261,True,2,0,1,1.96,2.2163,4.9321,13,86.4,1692,Splitter
57,457705,,,1,669261,True,2,1,1,1.2484,1.9429,4.9732,11,94.3,2426,Four-Seam Fastball
58,457705,,,1,669261,True,3,1,1,1.97,2.7051,5.0962,4,81.1,2736,Curveball
59,457705,,,1,669261,True,3,2,1,1.4316,2.593,4.9934,11,81.2,2694,Curveball
60,669261,457705,,1,669707,False,0,0,1,2.0,2.02,5.04,11,94.2,2254,Sinker
61,669707,,457705,1,572191,False,0,0,2,2.04,1.95,5.0,6,93.5,2362,Sinker
62,669707,,457705,1,572191,False,0,1,2,2.3817,2.4305,5.4046,14,84.9,2612,Sweeper
63,669707,,457705,1,572191,False,1,1,2,2.0,2.1468,5.0432,11,94.1,2235,Sinker
64,669707,,457705,1,572191,False,1,2,2,1.359,2.6389,5.2763,11,95.1,2402,Four-Seam Fastball
65,669707,,457705,1,572191,False,2,2,2,1.1591,3.053,5.4326,1,80.3,2744,Curveball
66,,,,0,663698,False,0,0,0,1.96,1.94,4.91,8,94.2,2347,Four-Seam Fastball
67,,,,0,663698,False,0,1,0,1.9653,1.7991,5.5051,7,92.9,2252,Sinker
68,,,,0,663698,False,0,2,0,1.6929,1.9347,5.305,14,84.7,2561,Sweeper
69,,,,0,663698,False,1,2,0,2.3136,1.7482,5.1455,11,93.7,2392,Four-Seam Fastball
70,,,,0,663698,False,2,2,0,2.1643,2.5775,5.2838,14,84.5,2614,Sweeper
71,,,,0,665833,True,0,0,1,1.98,2.05,4.96,13,81.7,2722,Curveball
72,,,,0,665833,True,1,0,1,1.6594,1.3717,4.7425,13,82.5,2739,Curveball
73,,,,0,665833,True,2,0,1,1.6278,1.5234,4.8134,12,93.3,2350,Four-Seam Fastball
74,,,,0,665833,True,3,0,1,1.9891,2.9152,5.0632,7,95.4,2310,Sinker
75,,,,0,665833,True,3,1,1,1.6587,2.4721,5.3297,4,95.1,2422,Four-Seam Fastball
76,,,,0,665833,True,3,2,1,1.7575,2.4976,5.2422,4,95.3,2378,Four-Seam Fastball
77,,,,0,665833,True,3,3,1,1.6373,2.619,5.3826,8,82.1,2738,Curveball
78,,,,0,668804,True,0,0,2,1.9,2.04,5.05,14,95.2,2471,Four-Seam Fastball
79,,,,0,668804,True,1,0,2,2.0527,1.1263,5.5929,8,82.5,2753,Curveball
